date,market,rainfall
2021-09-05,Bwaise,6.0
2021-09-06,Bwaise,5.2
2021-09-07,Bwaise,6.4
2021-09-08,Bwaise,11.4
2021-09-09,Bwaise,11.3
2021-09-10,Bwaise,1.3
2021-09-11,Bwaise,4.8
2021-09-12,Bwaise,3.1
2021-09-13,Bwaise,2.8
2021-09-14,Bwaise,0.5
2021-09-15,Bwaise,2.8
2021-09-16,Bwaise,1.9
2021-09-17,Bwaise,5.5
2021-09-18,Bwaise,16.6
2021-09-19,Bwaise,0.7
2021-09-20,Bwaise,4.1
2021-09-21,Bwaise,1.2
2021-09-22,Bwaise,20.9
2021-09-23,Bwaise,1.0
2021-09-24,Bwaise,10.6
2021-09-25,Bwaise,5.3
2021-09-26,Bwaise,13.5
2021-09-27,Bwaise,8.5
2021-09-28,Bwaise,4.3
2021-09-29,Bwaise,0.1
2021-09-30,Bwaise,2.1
2021-10-01,Bwaise,0.3
2021-10-02,Bwaise,6.4
2021-10-03,Bwaise,3.0
2021-10-04,Bwaise,5.9
2021-10-05,Bwaise,2.5
2021-10-06,Bwaise,5.0
2021-10-07,Bwaise,0.4
2021-10-08,Bwaise,5.1
2021-10-09,Bwaise,6.9
2021-10-10,Bwaise,3.9
2021-10-11,Bwaise,6.4
2021-10-12,Bwaise,24.7
2021-10-13,Bwaise,3.9
2021-10-14,Bwaise,2.7
2021-10-15,Bwaise,16.4
2021-10-16,Bwaise,0.3
2021-10-17,Bwaise,0.5
2021-10-18,Bwaise,6.3
2021-10-19,Bwaise,3.6
2021-10-20,Bwaise,12.3
2021-10-21,Bwaise,7.3
2021-10-22,Bwaise,0.2
2021-10-23,Bwaise,0.3
2021-10-24,Bwaise,0.6
2021-10-25,Bwaise,0.1
2021-10-26,Bwaise,0.0
2021-10-27,Bwaise,2.0
2021-10-28,Bwaise,2.8
2021-10-29,Bwaise,2.7
2021-10-30,Bwaise,0.3
2021-10-31,Bwaise,2.7
2021-11-01,Bwaise,0.4
2021-11-02,Bwaise,6.4
2021-11-03,Bwaise,6.8
2021-11-04,Bwaise,1.1
2021-11-05,Bwaise,1.3
2021-11-06,Bwaise,6.6
2021-11-07,Bwaise,2.4
2021-11-08,Bwaise,0.5
2021-11-09,Bwaise,0.3
2021-11-10,Bwaise,0.9
2021-11-11,Bwaise,2.0
2021-11-12,Bwaise,0.3
2021-11-13,Bwaise,0.2
2021-11-14,Bwaise,0.2
2021-11-15,Bwaise,0.0
2021-11-16,Bwaise,0.0
2021-11-17,Bwaise,4.1
2021-11-18,Bwaise,0.3
2021-11-19,Bwaise,0.1
2021-11-20,Bwaise,1.4
2021-11-21,Bwaise,1.8
2021-11-22,Bwaise,2.2
2021-11-23,Bwaise,0.0
2021-11-24,Bwaise,0.0
2021-11-25,Bwaise,0.3
2021-11-26,Bwaise,11.8
2021-11-27,Bwaise,12.6
2021-11-28,Bwaise,0.8
2021-11-29,Bwaise,2.3
2021-11-30,Bwaise,9.1
2021-12-01,Bwaise,1.0
2021-12-02,Bwaise,1.9
2021-12-03,Bwaise,9.2
2021-12-04,Bwaise,4.1
2021-12-05,Bwaise,0.9
2021-12-06,Bwaise,1.0
2021-12-07,Bwaise,0.4
2021-12-08,Bwaise,1.4
2021-12-09,Bwaise,3.0
2021-12-10,Bwaise,5.3
2021-12-11,Bwaise,2.0
2021-12-12,Bwaise,0.3
2021-12-13,Bwaise,0.5
2021-12-14,Bwaise,2.8
2021-12-15,Bwaise,0.8
2021-12-16,Bwaise,1.4
2021-12-17,Bwaise,1.1
2021-12-18,Bwaise,0.5
2021-12-19,Bwaise,8.9
2021-12-20,Bwaise,2.4
2021-12-21,Bwaise,7.6
2021-12-22,Bwaise,3.5
2021-12-23,Bwaise,2.2
2021-12-24,Bwaise,17.0
2021-12-25,Bwaise,4.2
2021-12-26,Bwaise,22.2
2021-12-27,Bwaise,10.8
2021-12-28,Bwaise,0.2
2021-12-29,Bwaise,0.9
2021-12-30,Bwaise,1.8
2021-12-31,Bwaise,26.1
2022-01-01,Bwaise,4.9
2022-01-02,Bwaise,0.4
2022-01-03,Bwaise,0.0
2022-01-04,Bwaise,1.4
2022-01-05,Bwaise,0.0
2022-01-06,Bwaise,0.0
2022-01-07,Bwaise,0.1
2022-01-08,Bwaise,0.0
2022-01-09,Bwaise,0.0
2022-01-10,Bwaise,1.0
2022-01-11,Bwaise,0.1
2022-01-12,Bwaise,0.0
2022-01-13,Bwaise,0.0
2022-01-14,Bwaise,0.2
2022-01-15,Bwaise,2.0
2022-01-16,Bwaise,3.7
2022-01-17,Bwaise,21.7
2022-01-18,Bwaise,0.7
2022-01-19,Bwaise,0.4
2022-01-20,Bwaise,0.5
2022-01-21,Bwaise,0.0
2022-01-22,Bwaise,0.0
2022-01-23,Bwaise,0.7
2022-01-24,Bwaise,0.2
2022-01-25,Bwaise,0.0
2022-01-26,Bwaise,0.3
2022-01-27,Bwaise,0.0
2022-01-28,Bwaise,0.0
2022-01-29,Bwaise,0.0
2022-01-30,Bwaise,1.8
2022-01-31,Bwaise,0.7
2022-02-01,Bwaise,1.0
2022-02-02,Bwaise,3.4
2022-02-03,Bwaise,0.3
2022-02-04,Bwaise,2.8
2022-02-05,Bwaise,1.5
2022-02-06,Bwaise,0.4
2022-02-07,Bwaise,0.0
2022-02-08,Bwaise,1.7
2022-02-09,Bwaise,1.1
2022-02-10,Bwaise,2.2
2022-02-11,Bwaise,0.5
2022-02-12,Bwaise,3.9
2022-02-13,Bwaise,1.0
2022-02-14,Bwaise,1.2
2022-02-15,Bwaise,0.4
2022-02-16,Bwaise,0.3
2022-02-17,Bwaise,0.3
2022-02-18,Bwaise,7.7
2022-02-19,Bwaise,1.2
2022-02-20,Bwaise,4.3
2022-02-21,Bwaise,0.9
2022-02-22,Bwaise,3.3
2022-02-23,Bwaise,0.1
2022-02-24,Bwaise,1.7
2022-02-25,Bwaise,9.9
2022-02-26,Bwaise,1.0
2022-02-27,Bwaise,4.7
2022-02-28,Bwaise,3.0
2022-03-01,Bwaise,0.8
2022-03-02,Bwaise,10.8
2022-03-03,Bwaise,3.2
2022-03-04,Bwaise,0.9
2022-03-05,Bwaise,0.2
2022-03-06,Bwaise,0.5
2022-03-07,Bwaise,1.0
2022-03-08,Bwaise,1.4
2022-03-09,Bwaise,7.7
2022-03-10,Bwaise,0.0
2022-03-11,Bwaise,0.9
2022-03-12,Bwaise,0.2
2022-03-13,Bwaise,0.2
2022-03-14,Bwaise,3.4
2022-03-15,Bwaise,1.1
2022-03-16,Bwaise,7.1
2022-03-17,Bwaise,0.0
2022-03-18,Bwaise,3.2
2022-03-19,Bwaise,4.6
2022-03-20,Bwaise,1.9
2022-03-21,Bwaise,5.5
2022-03-22,Bwaise,20.0
2022-03-23,Bwaise,0.6
2022-03-24,Bwaise,1.4
2022-03-25,Bwaise,13.1
2022-03-26,Bwaise,0.2
2022-03-27,Bwaise,7.1
2022-03-28,Bwaise,0.1
2022-03-29,Bwaise,1.5
2022-03-30,Bwaise,19.3
2022-03-31,Bwaise,1.9
2022-04-01,Bwaise,1.2
2022-04-02,Bwaise,3.4
2022-04-03,Bwaise,2.4
2022-04-04,Bwaise,0.8
2022-04-05,Bwaise,3.5
2022-04-06,Bwaise,1.0
2022-04-07,Bwaise,0.0
2022-04-08,Bwaise,1.4
2022-04-09,Bwaise,1.2
2022-04-10,Bwaise,0.2
2022-04-11,Bwaise,1.0
2022-04-12,Bwaise,0.3
2022-04-13,Bwaise,2.6
2022-04-14,Bwaise,6.0
2022-04-15,Bwaise,14.9
2022-04-16,Bwaise,10.8
2022-04-17,Bwaise,2.1
2022-04-18,Bwaise,1.5
2022-04-19,Bwaise,1.2
2022-04-20,Bwaise,30.3
2022-04-21,Bwaise,6.6
2022-04-22,Bwaise,4.0
2022-04-23,Bwaise,5.9
2022-04-24,Bwaise,16.6
2022-04-25,Bwaise,11.4
2022-04-26,Bwaise,0.9
2022-04-27,Bwaise,8.0
2022-04-28,Bwaise,13.0
2022-04-29,Bwaise,10.2
2022-04-30,Bwaise,2.2
2022-05-01,Bwaise,16.8
2022-05-02,Bwaise,8.7
2022-05-03,Bwaise,1.6
2022-05-04,Bwaise,5.2
2022-05-05,Bwaise,5.2
2022-05-06,Bwaise,1.6
2022-05-07,Bwaise,4.6
2022-05-08,Bwaise,8.8
2022-05-09,Bwaise,2.9
2022-05-10,Bwaise,0.5
2022-05-11,Bwaise,6.9
2022-05-12,Bwaise,2.4
2022-05-13,Bwaise,2.6
2022-05-14,Bwaise,0.3
2022-05-15,Bwaise,2.7
2022-05-16,Bwaise,4.1
2022-05-17,Bwaise,1.8
2022-05-18,Bwaise,0.6
2022-05-19,Bwaise,1.2
2022-05-20,Bwaise,3.4
2022-05-21,Bwaise,0.6
2022-05-22,Bwaise,1.1
2022-05-23,Bwaise,2.1
2022-05-24,Bwaise,7.0
2022-05-25,Bwaise,0.3
2022-05-26,Bwaise,1.3
2022-05-27,Bwaise,9.0
2022-05-28,Bwaise,6.6
2022-05-29,Bwaise,18.4
2022-05-30,Bwaise,6.1
2022-05-31,Bwaise,0.7
2022-06-01,Bwaise,6.6
2022-06-02,Bwaise,0.9
2022-06-03,Bwaise,0.4
2022-06-04,Bwaise,0.3
2022-06-05,Bwaise,0.3
2022-06-06,Bwaise,0.8
2022-06-07,Bwaise,4.5
2022-06-08,Bwaise,8.4
2022-06-09,Bwaise,0.7
2022-06-10,Bwaise,12.1
2022-06-11,Bwaise,1.8
2022-06-12,Bwaise,4.1
2022-06-13,Bwaise,0.4
2022-06-14,Bwaise,1.0
2022-06-15,Bwaise,1.4
2022-06-16,Bwaise,0.6
2022-06-17,Bwaise,0.4
2022-06-18,Bwaise,1.0
2022-06-19,Bwaise,6.6
2022-06-20,Bwaise,4.1
2022-06-21,Bwaise,2.0
2022-06-22,Bwaise,0.6
2022-06-23,Bwaise,8.9
2022-06-24,Bwaise,0.7
2022-06-25,Bwaise,1.1
2022-06-26,Bwaise,1.5
2022-06-27,Bwaise,0.0
2022-06-28,Bwaise,0.0
2022-06-29,Bwaise,0.4
2022-06-30,Bwaise,0.1
2022-07-01,Bwaise,0.1
2022-07-02,Bwaise,0.5
2022-07-03,Bwaise,0.0
2022-07-04,Bwaise,0.0
2022-07-05,Bwaise,0.0
2022-07-06,Bwaise,0.8
2022-07-07,Bwaise,0.0
2022-07-08,Bwaise,0.3
2022-07-09,Bwaise,0.3
2022-07-10,Bwaise,0.5
2022-07-11,Bwaise,0.7
2022-07-12,Bwaise,0.3
2022-07-13,Bwaise,0.3
2022-07-14,Bwaise,0.0
2022-07-15,Bwaise,1.6
2022-07-16,Bwaise,0.5
2022-07-17,Bwaise,0.1
2022-07-18,Bwaise,0.8
2022-07-19,Bwaise,1.4
2022-07-20,Bwaise,0.1
2022-07-21,Bwaise,1.0
2022-07-22,Bwaise,1.3
2022-07-23,Bwaise,2.6
2022-07-24,Bwaise,1.2
2022-07-25,Bwaise,0.5
2022-07-26,Bwaise,0.2
2022-07-27,Bwaise,1.3
2022-07-28,Bwaise,0.5
2022-07-29,Bwaise,2.1
2022-07-30,Bwaise,17.2
2022-07-31,Bwaise,0.9
2022-08-01,Bwaise,5.2
2022-08-02,Bwaise,8.4
2022-08-03,Bwaise,1.9
2022-08-04,Bwaise,0.3
2022-08-05,Bwaise,0.8
2022-08-06,Bwaise,1.7
2022-08-07,Bwaise,1.0
2022-08-08,Bwaise,0.0
2022-08-09,Bwaise,0.3
2022-08-10,Bwaise,0.4
2022-08-11,Bwaise,0.0
2022-08-12,Bwaise,0.4
2022-08-13,Bwaise,0.8
2022-08-14,Bwaise,0.4
2022-08-15,Bwaise,1.5
2022-08-16,Bwaise,14.3
2022-08-17,Bwaise,11.0
2022-08-18,Bwaise,9.5
2022-08-19,Bwaise,0.0
2022-08-20,Bwaise,2.8
2022-08-21,Bwaise,0.4
2022-08-22,Bwaise,0.9
2022-08-23,Bwaise,0.1
2022-08-24,Bwaise,0.0
2022-08-25,Bwaise,0.7
2022-08-26,Bwaise,3.8
2022-08-27,Bwaise,0.3
2022-08-28,Bwaise,1.4
2022-08-29,Bwaise,13.2
2022-08-30,Bwaise,5.2
2022-08-31,Bwaise,0.7
2022-09-01,Bwaise,12.4
2022-09-02,Bwaise,1.8
2022-09-03,Bwaise,4.9
2022-09-04,Bwaise,0.6
2022-09-05,Bwaise,0.0
2022-09-06,Bwaise,12.4
2022-09-07,Bwaise,16.0
2022-09-08,Bwaise,17.4
2022-09-09,Bwaise,1.0
2022-09-10,Bwaise,13.7
2022-09-11,Bwaise,0.9
2022-09-12,Bwaise,3.5
2022-09-13,Bwaise,13.3
2022-09-14,Bwaise,5.4
2022-09-15,Bwaise,8.5
2022-09-16,Bwaise,0.2
2022-09-17,Bwaise,1.0
2022-09-18,Bwaise,0.1
2022-09-19,Bwaise,6.2
2022-09-20,Bwaise,0.8
2022-09-21,Bwaise,0.4
2022-09-22,Bwaise,6.1
2022-09-23,Bwaise,0.9
2022-09-24,Bwaise,7.5
2022-09-25,Bwaise,5.8
2022-09-26,Bwaise,0.8
2022-09-27,Bwaise,0.6
2022-09-28,Bwaise,0.7
2022-09-29,Bwaise,9.6
2022-09-30,Bwaise,1.1
2022-10-01,Bwaise,0.3
2022-10-02,Bwaise,2.4
2022-10-03,Bwaise,0.6
2022-10-04,Bwaise,6.8
2022-10-05,Bwaise,0.9
2022-10-06,Bwaise,1.7
2022-10-07,Bwaise,0.1
2022-10-08,Bwaise,5.5
2022-10-09,Bwaise,1.5
2022-10-10,Bwaise,0.8
2022-10-11,Bwaise,1.1
2022-10-12,Bwaise,0.1
2022-10-13,Bwaise,1.6
2022-10-14,Bwaise,3.6
2022-10-15,Bwaise,11.6
2022-10-16,Bwaise,13.8
2022-10-17,Bwaise,9.9
2022-10-18,Bwaise,2.7
2022-10-19,Bwaise,1.7
2022-10-20,Bwaise,11.6
2022-10-21,Bwaise,1.5
2022-10-22,Bwaise,0.2
2022-10-23,Bwaise,0.1
2022-10-24,Bwaise,0.2
2022-10-25,Bwaise,0.0
2022-10-26,Bwaise,0.1
2022-10-27,Bwaise,0.5
2022-10-28,Bwaise,6.7
2022-10-29,Bwaise,4.8
2022-10-30,Bwaise,0.2
2022-10-31,Bwaise,1.5
2022-11-01,Bwaise,2.0
2022-11-02,Bwaise,2.5
2022-11-03,Bwaise,7.7
2022-11-04,Bwaise,5.2
2022-11-05,Bwaise,11.0
2022-11-06,Bwaise,7.2
2022-11-07,Bwaise,12.4
2022-11-08,Bwaise,0.8
2022-11-09,Bwaise,0.7
2022-11-10,Bwaise,2.2
2022-11-11,Bwaise,10.0
2022-11-12,Bwaise,17.6
2022-11-13,Bwaise,8.2
2022-11-14,Bwaise,9.8
2022-11-15,Bwaise,9.0
2022-11-16,Bwaise,14.0
2022-11-17,Bwaise,24.3
2022-11-18,Bwaise,9.0
2022-11-19,Bwaise,17.4
2022-11-20,Bwaise,7.0
2022-11-21,Bwaise,5.9
2022-11-22,Bwaise,31.7
2022-11-23,Bwaise,1.2
2022-11-24,Bwaise,0.3
2022-11-25,Bwaise,3.8
2022-11-26,Bwaise,1.0
2022-11-27,Bwaise,5.8
2022-11-28,Bwaise,1.0
2022-11-29,Bwaise,6.5
2022-11-30,Bwaise,4.4
2022-12-01,Bwaise,3.6
2022-12-02,Bwaise,0.8
2022-12-03,Bwaise,0.7
2022-12-04,Bwaise,1.8
2022-12-05,Bwaise,6.4
2022-12-06,Bwaise,2.3
2022-12-07,Bwaise,3.4
2022-12-08,Bwaise,2.2
2022-12-09,Bwaise,1.7
2022-12-10,Bwaise,4.5
2022-12-11,Bwaise,1.9
2022-12-12,Bwaise,3.5
2022-12-13,Bwaise,22.5
2022-12-14,Bwaise,0.5
2022-12-15,Bwaise,0.8
2022-12-16,Bwaise,1.5
2022-12-17,Bwaise,4.0
2022-12-18,Bwaise,2.1
2022-12-19,Bwaise,0.5
2022-12-20,Bwaise,2.2
2022-12-21,Bwaise,2.7
2022-12-22,Bwaise,4.0
2022-12-23,Bwaise,3.6
2022-12-24,Bwaise,17.8
2022-12-25,Bwaise,4.3
2022-12-26,Bwaise,3.0
2022-12-27,Bwaise,5.1
2022-12-28,Bwaise,0.4
2022-12-29,Bwaise,0.3
2022-12-30,Bwaise,2.4
2022-12-31,Bwaise,1.1
2020-01-01,Nakasero,1.3
2020-01-02,Nakasero,0.1
2020-01-03,Nakasero,0.3
2020-01-04,Nakasero,0.3
2020-01-05,Nakasero,0.2
2020-01-06,Nakasero,2.1
2020-01-07,Nakasero,0.5
2020-01-08,Nakasero,9.0
2020-01-09,Nakasero,0.7
2020-01-10,Nakasero,1.1
2020-01-11,Nakasero,0.6
2020-01-12,Nakasero,3.5
2020-01-13,Nakasero,8.2
2020-01-14,Nakasero,0.0
2020-01-15,Nakasero,0.1
2020-01-16,Nakasero,2.7
2020-01-17,Nakasero,6.0
2020-01-18,Nakasero,2.0
2020-01-19,Nakasero,0.0
2020-01-20,Nakasero,0.0
2020-01-21,Nakasero,0.0
2020-01-22,Nakasero,0.0
2020-01-23,Nakasero,0.0
2020-01-24,Nakasero,0.0
2020-01-25,Nakasero,0.0
2020-01-26,Nakasero,6.8
2020-01-27,Nakasero,6.8
2020-01-28,Nakasero,15.9
2020-01-29,Nakasero,6.0
2020-01-30,Nakasero,14.9
2020-01-31,Nakasero,14.1
2020-02-01,Nakasero,1.1
2020-02-02,Nakasero,0.0
2020-02-03,Nakasero,1.7
2020-02-04,Nakasero,18.1
2020-02-05,Nakasero,6.9
2020-02-06,Nakasero,5.4
2020-02-07,Nakasero,0.2
2020-02-08,Nakasero,0.1
2020-02-09,Nakasero,0.0
2020-02-10,Nakasero,0.0
2020-02-11,Nakasero,0.0
2020-02-12,Nakasero,0.0
2020-02-13,Nakasero,0.0
2020-02-14,Nakasero,0.6
2020-02-15,Nakasero,9.0
2020-02-16,Nakasero,3.2
2020-02-17,Nakasero,0.0
2020-02-18,Nakasero,2.6
2020-02-19,Nakasero,0.6
2020-02-20,Nakasero,7.1
2020-02-21,Nakasero,0.5
2020-02-22,Nakasero,3.1
2020-02-23,Nakasero,0.6
2020-02-24,Nakasero,0.8
2020-02-25,Nakasero,4.6
2020-02-26,Nakasero,2.9
2020-02-27,Nakasero,4.6
2020-02-28,Nakasero,9.9
2020-02-29,Nakasero,5.8
2020-03-01,Nakasero,0.6
2020-03-02,Nakasero,3.0
2020-03-03,Nakasero,8.5
2020-03-04,Nakasero,16.5
2020-03-05,Nakasero,1.7
2020-03-06,Nakasero,1.9
2020-03-07,Nakasero,2.1
2020-03-08,Nakasero,2.5
2020-03-09,Nakasero,13.3
2020-03-10,Nakasero,7.5
2020-03-11,Nakasero,11.3
2020-03-12,Nakasero,3.9
2020-03-13,Nakasero,12.3
2020-03-14,Nakasero,1.8
2020-03-15,Nakasero,2.5
2020-03-16,Nakasero,12.8
2020-03-17,Nakasero,3.1
2020-03-18,Nakasero,9.9
2020-03-19,Nakasero,4.8
2020-03-20,Nakasero,1.2
2020-03-21,Nakasero,9.0
2020-03-22,Nakasero,14.9
2020-03-23,Nakasero,6.2
2020-03-24,Nakasero,4.0
2020-03-25,Nakasero,3.9
2020-03-26,Nakasero,3.6
2020-03-27,Nakasero,15.8
2020-03-28,Nakasero,18.6
2020-03-29,Nakasero,4.5
2020-03-30,Nakasero,0.4
2020-03-31,Nakasero,0.9
2020-04-01,Nakasero,0.8
2020-04-02,Nakasero,1.4
2020-04-03,Nakasero,1.4
2020-04-04,Nakasero,4.3
2020-04-05,Nakasero,2.9
2020-04-06,Nakasero,1.8
2020-04-07,Nakasero,1.1
2020-04-08,Nakasero,0.3
2020-04-09,Nakasero,1.2
2020-04-10,Nakasero,8.0
2020-04-11,Nakasero,1.9
2020-04-12,Nakasero,17.0
2020-04-13,Nakasero,16.2
2020-04-14,Nakasero,22.0
2020-04-15,Nakasero,2.7
2020-04-16,Nakasero,1.7
2020-04-17,Nakasero,13.1
2020-04-18,Nakasero,8.1
2020-04-19,Nakasero,10.2
2020-04-20,Nakasero,14.3
2020-04-21,Nakasero,6.1
2020-04-22,Nakasero,14.3
2020-04-23,Nakasero,20.4
2020-04-24,Nakasero,2.1
2020-04-25,Nakasero,0.8
2020-04-26,Nakasero,3.4
2020-04-27,Nakasero,3.4
2020-04-28,Nakasero,10.0
2020-04-29,Nakasero,9.6
2020-04-30,Nakasero,5.0
2020-05-01,Nakasero,6.9
2020-05-02,Nakasero,27.3
2020-05-03,Nakasero,4.6
2020-05-04,Nakasero,1.0
2020-05-05,Nakasero,1.2
2020-05-06,Nakasero,5.7
2020-05-07,Nakasero,13.5
2020-05-08,Nakasero,11.0
2020-05-09,Nakasero,13.7
2020-05-10,Nakasero,34.8
2020-05-11,Nakasero,6.9
2020-05-12,Nakasero,6.0
2020-05-13,Nakasero,1.2
2020-05-14,Nakasero,2.8
2020-05-15,Nakasero,0.6
2020-05-16,Nakasero,3.8
2020-05-17,Nakasero,2.9
2020-05-18,Nakasero,3.8
2020-05-19,Nakasero,1.8
2020-05-20,Nakasero,2.6
2020-05-21,Nakasero,1.0
2020-05-22,Nakasero,1.0
2020-05-23,Nakasero,0.0
2020-05-24,Nakasero,0.2
2020-05-25,Nakasero,1.3
2020-05-26,Nakasero,0.9
2020-05-27,Nakasero,0.5
2020-05-28,Nakasero,0.4
2020-05-29,Nakasero,6.8
2020-05-30,Nakasero,2.1
2020-05-31,Nakasero,1.1
2020-06-01,Nakasero,0.5
2020-06-02,Nakasero,1.9
2020-06-03,Nakasero,9.8
2020-06-04,Nakasero,10.6
2020-06-05,Nakasero,0.6
2020-06-06,Nakasero,2.2
2020-06-07,Nakasero,1.1
2020-06-08,Nakasero,1.6
2020-06-09,Nakasero,1.9
2020-06-10,Nakasero,16.6
2020-06-11,Nakasero,10.5
2020-06-12,Nakasero,6.3
2020-06-13,Nakasero,8.1
2020-06-14,Nakasero,6.8
2020-06-15,Nakasero,1.7
2020-06-16,Nakasero,0.2
2020-06-17,Nakasero,0.3
2020-06-18,Nakasero,0.6
2020-06-19,Nakasero,2.8
2020-06-20,Nakasero,4.8
2020-06-21,Nakasero,0.8
2020-06-22,Nakasero,0.8
2020-06-23,Nakasero,0.7
2020-06-24,Nakasero,4.7
2020-06-25,Nakasero,6.0
2020-06-26,Nakasero,0.1
2020-06-27,Nakasero,0.6
2020-06-28,Nakasero,0.7
2020-06-29,Nakasero,3.3
2020-06-30,Nakasero,0.1
2020-07-01,Nakasero,0.4
2020-07-02,Nakasero,1.3
2020-07-03,Nakasero,2.5
2020-07-04,Nakasero,0.7
2020-07-05,Nakasero,1.5
2020-07-06,Nakasero,16.0
2020-07-07,Nakasero,0.7
2020-07-08,Nakasero,3.0
2020-07-09,Nakasero,0.6
2020-07-10,Nakasero,0.7
2020-07-11,Nakasero,10.0
2020-07-12,Nakasero,0.2
2020-07-13,Nakasero,1.1
2020-07-14,Nakasero,9.9
2020-07-15,Nakasero,0.0
2020-07-16,Nakasero,18.2
2020-07-17,Nakasero,9.3
2020-07-18,Nakasero,0.0
2020-07-19,Nakasero,1.9
2020-07-20,Nakasero,0.4
2020-07-21,Nakasero,13.0
2020-07-22,Nakasero,0.3
2020-07-23,Nakasero,1.8
2020-07-24,Nakasero,8.8
2020-07-25,Nakasero,0.3
2020-07-26,Nakasero,0.4
2020-07-27,Nakasero,0.2
2020-07-28,Nakasero,0.7
2020-07-29,Nakasero,0.8
2020-07-30,Nakasero,14.9
2020-07-31,Nakasero,0.0
2020-08-01,Nakasero,0.9
2020-08-02,Nakasero,1.6
2020-08-03,Nakasero,0.7
2020-08-04,Nakasero,0.4
2020-08-05,Nakasero,0.2
2020-08-06,Nakasero,0.7
2020-08-07,Nakasero,0.9
2020-08-08,Nakasero,14.7
2020-08-09,Nakasero,0.1
2020-08-10,Nakasero,0.6
2020-08-11,Nakasero,7.8
2020-08-12,Nakasero,7.2
2020-08-13,Nakasero,1.0
2020-08-14,Nakasero,5.9
2020-08-15,Nakasero,0.1
2020-08-16,Nakasero,2.4
2020-08-17,Nakasero,1.6
2020-08-18,Nakasero,5.1
2020-08-19,Nakasero,5.1
2020-08-20,Nakasero,8.4
2020-08-21,Nakasero,5.1
2020-08-22,Nakasero,1.6
2020-08-23,Nakasero,5.4
2020-08-24,Nakasero,2.1
2020-08-25,Nakasero,0.2
2020-08-26,Nakasero,7.0
2020-08-27,Nakasero,2.2
2020-08-28,Nakasero,1.6
2020-08-29,Nakasero,0.6
2020-08-30,Nakasero,0.3
2020-08-31,Nakasero,7.6
2020-09-01,Nakasero,1.0
2020-09-02,Nakasero,0.7
2020-09-03,Nakasero,1.2
2020-09-04,Nakasero,0.8
2020-09-05,Nakasero,1.8
2020-09-06,Nakasero,21.4
2020-09-07,Nakasero,6.5
2020-09-08,Nakasero,0.5
2020-09-09,Nakasero,3.6
2020-09-10,Nakasero,0.4
2020-09-11,Nakasero,1.0
2020-09-12,Nakasero,15.0
2020-09-13,Nakasero,3.2
2020-09-14,Nakasero,8.7
2020-09-15,Nakasero,2.0
2020-09-16,Nakasero,2.7
2020-09-17,Nakasero,1.8
2020-09-18,Nakasero,0.9
2020-09-19,Nakasero,3.3
2020-09-20,Nakasero,2.6
2020-09-21,Nakasero,4.9
2020-09-22,Nakasero,4.8
2020-09-23,Nakasero,10.9
2020-09-24,Nakasero,0.8
2020-09-25,Nakasero,6.6
2020-09-26,Nakasero,1.6
2020-09-27,Nakasero,0.9
2020-09-28,Nakasero,5.4
2020-09-29,Nakasero,1.6
2020-09-30,Nakasero,2.9
2020-10-01,Nakasero,5.0
2020-10-02,Nakasero,2.2
2020-10-03,Nakasero,3.2
2020-10-04,Nakasero,3.5
2020-10-05,Nakasero,1.7
2020-10-06,Nakasero,2.4
2020-10-07,Nakasero,1.2
2020-10-08,Nakasero,2.4
2020-10-09,Nakasero,8.4
2020-10-10,Nakasero,7.8
2020-10-11,Nakasero,0.1
2020-10-12,Nakasero,8.6
2020-10-13,Nakasero,8.9
2020-10-14,Nakasero,0.6
2020-10-15,Nakasero,1.3
2020-10-16,Nakasero,2.4
2020-10-17,Nakasero,3.6
2020-10-18,Nakasero,16.0
2020-10-19,Nakasero,13.6
2020-10-20,Nakasero,15.6
2020-10-21,Nakasero,0.7
2020-10-22,Nakasero,4.7
2020-10-23,Nakasero,2.6
2020-10-24,Nakasero,1.4
2020-10-25,Nakasero,18.7
2020-10-26,Nakasero,19.3
2020-10-27,Nakasero,18.7
2020-10-28,Nakasero,14.3
2020-10-29,Nakasero,29.7
2020-10-30,Nakasero,22.9
2020-10-31,Nakasero,1.2
2020-11-01,Nakasero,1.0
2020-11-02,Nakasero,2.7
2020-11-03,Nakasero,1.5
2020-11-04,Nakasero,2.3
2020-11-05,Nakasero,3.2
2020-11-06,Nakasero,12.8
2020-11-07,Nakasero,4.8
2020-11-08,Nakasero,1.7
2020-11-09,Nakasero,9.1
2020-11-10,Nakasero,6.3
2020-11-11,Nakasero,15.3
2020-11-12,Nakasero,5.2
2020-11-13,Nakasero,1.7
2020-11-14,Nakasero,16.6
2020-11-15,Nakasero,16.5
2020-11-16,Nakasero,20.1
2020-11-17,Nakasero,13.9
2020-11-18,Nakasero,6.0
2020-11-19,Nakasero,0.2
2020-11-20,Nakasero,1.1
2020-11-21,Nakasero,5.8
2020-11-22,Nakasero,5.6
2020-11-23,Nakasero,3.1
2020-11-24,Nakasero,2.0
2020-11-25,Nakasero,27.5
2020-11-26,Nakasero,0.9
2020-11-27,Nakasero,8.6
2020-11-28,Nakasero,5.8
2020-11-29,Nakasero,31.3
2020-11-30,Nakasero,1.9
2020-12-01,Nakasero,0.6
2020-12-02,Nakasero,0.0
2020-12-03,Nakasero,0.1
2020-12-04,Nakasero,7.6
2020-12-05,Nakasero,1.2
