id,date,market,commodity,price
fd-5148,2021-07-17,,Maize,5600
fd-5149,2021-02-09,Kansanga,Cassava,15000
fd-5149,2020-08-16,Nakasero,beans,12700
fd-5151,2020-04-13,,maize,22100
fd-5152,2022-06-01,Bwaise,banana leaves,16100
fd-5152,2022-06-01,Bwaise,banana leaves,16100
fd-5153,2020-07-25,,eggs,8700
fd-5153,2020-12-15,Nakasero,Cassava,21900
fd-5155,2021-11-07,Mukono,Beans,16900
fd-5156,2020-12-04,Bwaise,Maize,19800
fd-5157,2020-05-10,Nakasero,beans,17100
fd-5158,2021-06-12,Mukono,beans,-4700
fd-5159,2021-09-14,Kansanga,maize,-4800
fd-5160,2022-08-05,Mukono,CASSAVA,17000
fd-5161,2022-02-15,Bwaise,beans,9700
fd-5162,2022-04-19,,maize,9500
fd-5163,2022-08-27,,Cassava,17600
fd-5164,2020-12-24,Nakasero,MAIZE,18200
fd-5165,2021-01-02,Mukono,Maize,19600
fd-5166,2020-11-03,Mukono,banana leaves,22100
fd-5167,2021-08-01,Kansanga,banana leaves,19800
fd-5167,2021-08-01,Kansanga,banana leaves,19800
fd-5168,2020-05-22,Bwaise,fish,15100
fd-5169,2021-03-16,Mukono,Cassava,24300
fd-5170,2022-05-07,Mukono,eggs,10600
fd-5170,2022-05-07,Mukono,eggs,10600
fd-5171,2022-09-24,Kansanga,fish,15600
fd-5172,2020-01-22,,Maize,13800
fd-5173,2020-07-28,,CASSAVA,6400
fd-5174,2022-06-17,Mukono,CASSAVA,10600
fd-5175,2020-08-16,Mukono,Maize,17100
fd-5176,2021-02-19,Kansanga,CASSAVA,4900
fd-5177,2021-07-26,,banana leaves,1500
fd-5178,2022-09-20,Kansanga,Beans,9300
fd-5178,2022-09-20,Kansanga,Beans,9300
fd-5179,2020-07-09,Bwaise,maize,900
fd-5180,2021-08-31,Bwaise,beans,15900
fd-5181,2022-02-07,Kansanga,Maize,13700
fd-5182,2020-09-21,Nakasero,Maize,10600
fd-5183,2020-12-29,Kansanga,beans,10200
fd-5184,2020-05-29,Nakasero,MAIZE,21900
fd-5185,2021-12-25,Mukono,fish,3900
fd-5186,2022-01-23,Kansanga,CASSAVA,8100
fd-5187,2021-03-14,Nakasero,Cassava,1700
fd-5188,2022-06-05,,maize,18300
fd-5189,2022-05-30,,eggs,11100
fd-5190,2021-06-05,Kansanga,maize,20900
fd-5191,2020-07-26,Bwaise,eggs,19400
fd-5192,2021-01-03,Bwaise,beans,15300
fd-5192,2021-01-03,Bwaise,beans,15300
fd-5193,2022-06-13,Nakasero,CASSAVA,21400
fd-5194,2022-04-23,Bwaise,MAIZE,22600
fd-5195,2021-01-21,Mukono,fish,13200
fd-5196,2022-07-20,Kansanga,banana leaves,24600
fd-5197,2022-09-02,Bwaise,CASSAVA,-2200
fd-5198,2021-07-27,Kansanga,MAIZE,3600
fd-5199,2022-03-26,,MAIZE,19200
fd-5200,2022-09-13,Bwaise,eggs,23300
fd-5200,2022-09-13,Bwaise,eggs,23300
fd-5201,2021-02-05,Bwaise,Beans,19400
fd-5202,2021-01-04,Nakasero,Beans,2600
fd-5203,2022-07-08,,eggs,600
fd-5203,2022-07-08,,eggs,600
fd-5204,2020-01-29,Bwaise,MAIZE,14600
fd-5205,2021-09-19,Mukono,beans,19400
fd-5206,2021-03-29,Mukono,Cassava,17000
fd-5207,2020-07-18,Bwaise,Beans,14100
fd-5208,2020-11-17,Kansanga,beans,7300
fd-5209,2021-06-20,,MAIZE,19300
fd-5210,2021-06-17,,beans,22200
fd-5211,2020-09-06,Mukono,fish,1800
fd-5212,2022-07-02,Bwaise,fish,8200
fd-5213,2021-09-15,Mukono,fish,9800
fd-5214,2020-03-23,Mukono,Cassava,8300
fd-5215,2021-11-27,Mukono,eggs,2500
fd-5216,2020-08-28,Kansanga,Cassava,5200
fd-5217,2020-03-15,Nakasero,maize,11300
fd-5218,2021-01-22,Bwaise,MAIZE,12000
fd-5219,2021-06-07,Nakasero,fish,1600
fd-5220,2020-02-14,Mukono,MAIZE,700
fd-5221,2021-03-28,Nakasero,banana leaves,7000
fd-5222,2022-04-22,Kansanga,MAIZE,9500
fd-5222,2022-04-22,Kansanga,MAIZE,9500
fd-5223,2021-05-18,,fish,15900
fd-5224,2022-07-19,Mukono,Cassava,6300
fd-5225,2022-03-03,,banana leaves,9200
fd-5226,2020-14-50,Mukono,maize,6100
fd-5227,2021-11-08,Mukono,Beans,1400
fd-5228,2021-07-07,Nakasero,eggs,22000
fd-5229,2020-09-17,Kansanga,banana leaves,12100
fd-5230,2022-07-30,,MAIZE,19400
fd-5230,2021-06-03,,Maize,21900
fd-5232,2021-11-27,Nakasero,MAIZE,14900
fd-5233,2022-04-14,Bwaise,Cassava,5900
fd-5234,2020-02-28,Kansanga,eggs,4900
fd-5235,2022-06-27,,beans,8500
fd-5236,2020-02-16,Bwaise,CASSAVA,13500
fd-5237,2020-08-23,,beans,22700
fd-5238,2020-09-20,Bwaise,banana leaves,9200
fd-5239,2022-01-25,,maize,1300
fd-5240,2020-10-21,,Cassava,4600
fd-5241,2020-01-21,Nakasero,maize,9400
fd-5242,2020-04-18,Nakasero,banana leaves,-3800
fd-5243,2021-05-14,Bwaise,Maize,2200
fd-5244,2021-12-08,Bwaise,banana leaves,2800
fd-5245,2022-01-01,Mukono,maize,8800
fd-5246,2021-12-05,Nakasero,fish,22500
fd-5247,2022-03-10,Nakasero,banana leaves,12800
fd-5248,2021-01-22,Mukono,beans,15800
fd-5249,2021-07-10,Mukono,eggs,19900
fd-5250,2022-05-28,Bwaise,fish,19600
fd-5250,2020-09-09,Nakasero,Maize,4900
fd-5252,2022-09-24,Kansanga,Beans,14600
fd-5253,2020-02-22,Bwaise,Maize,13600
fd-5254,2020-09-24,,Maize,8400
fd-5255,2022-04-29,,eggs,7700
fd-5255,2022-04-29,,eggs,7700
fd-5256,2021-01-01,Bwaise,banana leaves,24700
fd-5257,2021-10-31,,Beans,20100
fd-5258,2020-10-24,Mukono,Maize,20700
fd-5259,2021-04-11,Nakasero,beans,7100
fd-5260,2020-02-07,Nakasero,banana leaves,1800
fd-5261,2021-09-09,Nakasero,Beans,13200
fd-5262,2021-04-06,Bwaise,banana leaves,1500
fd-5263,2020-12-17,Kansanga,eggs,13600
fd-5264,2022-08-02,Mukono,fish,1100
fd-5265,2022-09-16,Nakasero,Cassava,9600
fd-5266,2022-07-22,Bwaise,Maize,16900
fd-5267,2022-04-01,Mukono,Cassava,19300
fd-5268,2020-07-04,Bwaise,Cassava,2700
fd-5269,2021-03-26,,Cassava,4100
fd-5270,2021-12-11,Bwaise,fish,18600
fd-5271,2020-04-30,Bwaise,CASSAVA,20900
fd-5272,2021-10-26,Bwaise,beans,22500
fd-5273,2021-10-15,,beans,23200
fd-5274,2022-06-15,Nakasero,eggs,7900
fd-5274,2022-06-15,Nakasero,eggs,7900
fd-5275,2022-07-09,Kansanga,eggs,11000
fd-5276,2021-05-19,Mukono,Cassava,8800
fd-5277,2020-10-04,Nakasero,maize,-2000
fd-5278,2021-02-24,Mukono,MAIZE,4500
fd-5278,2021-02-24,Mukono,MAIZE,4500
fd-5279,2020-02-11,Kansanga,banana leaves,19600
fd-5280,2021-07-29,,Beans,10500
fd-5281,2020-09-21,,CASSAVA,24700
fd-5282,2022-03-27,,CASSAVA,13900
fd-5283,2020-10-09,Kansanga,Beans,15600
fd-5284,2022-09-17,Bwaise,CASSAVA,2400
fd-5285,2022-02-01,Bwaise,Beans,19800
fd-5285,2022-02-01,Bwaise,Beans,19800
fd-5286,2021-04-15,Mukono,fish,23900
fd-5287,2020-10-23,Bwaise,maize,5600
fd-5288,2020-10-27,Mukono,eggs,13900
fd-5289,2020-05-31,Kansanga,maize,5600
fd-5290,2021-12-06,Kansanga,Maize,7400
fd-5291,2022-03-26,Nakasero,MAIZE,15500
fd-5292,2021-12-05,Nakasero,eggs,21100
fd-5293,2021-02-11,Bwaise,MAIZE,14800
fd-5293,2021-02-11,Bwaise,MAIZE,14800
fd-5294,2022-08-31,Mukono,Cassava,8100
fd-5295,2021-03-07,Nakasero,CASSAVA,14200
fd-5295,2021-03-07,Nakasero,CASSAVA,14200
fd-5296,2022-07-01,,MAIZE,1900
fd-5297,2025-18-37,Mukono,Beans,23500
fd-5298,2022-07-21,Mukono,eggs,23400
fd-5299,2022-06-04,Bwaise,MAIZE,22500
fd-5299,2022-06-04,Bwaise,MAIZE,22500
fd-5300,2021-03-25,Kansanga,Cassava,9800
fd-5301,2020-07-02,Nakasero,MAIZE,21800
fd-5302,2020-10-11,Bwaise,Beans,5900
fd-5303,2020-03-16,Kansanga,fish,12400
fd-5304,2021-06-15,Mukono,Beans,6600
fd-5305,2022-05-27,,fish,12100
fd-5306,2020-11-18,Mukono,maize,24500
fd-5307,2021-01-07,Bwaise,banana leaves,1600
fd-5308,2020-09-30,Nakasero,Maize,6700
fd-5309,2022-05-21,,banana leaves,6100
fd-5310,2020-06-03,Kansanga,eggs,1300
fd-5310,2020-06-03,Kansanga,eggs,1300
fd-5311,2020-12-20,Mukono,Beans,19700
fd-5312,2020-03-18,,eggs,17500
fd-5313,2020-06-25,Kansanga,eggs,8700
fd-5314,2021-11-16,Mukono,banana leaves,14300
fd-5315,2021-03-02,Mukono,Cassava,12800
fd-5316,2022-07-26,Kansanga,Beans,5100
fd-5317,2022-06-18,Kansanga,maize,17200
fd-5318,2021-06-24,Mukono,MAIZE,15000
fd-5318,2021-06-24,Mukono,MAIZE,15000
fd-5319,2022-03-03,,banana leaves,22000
fd-5320,2020-11-05,,Maize,13600
fd-5321,2020-09-12,Mukono,maize,1000
fd-5322,2022-06-12,Mukono,Beans,17100
fd-5322,2022-06-12,Mukono,Beans,17100
fd-5323,2021-13-49,Nakasero,maize,1500
fd-5324,2022-07-03,Mukono,Beans,23700
fd-5325,2022-04-23,Kansanga,banana leaves,21200
fd-5326,2020-03-11,Mukono,Cassava,19100
fd-5327,2021-10-13,Mukono,MAIZE,10000
fd-5328,2022-03-05,Nakasero,MAIZE,5300
fd-5329,2021-06-20,Bwaise,Cassava,2100
fd-5330,2022-04-23,,beans,23100
fd-5331,2021-02-02,Mukono,banana leaves,8500
fd-5332,2021-03-19,Nakasero,Cassava,12000
fd-5333,2021-03-05,Kansanga,Beans,17200
fd-5334,2021-08-11,,Beans,10400
fd-5335,2021-02-09,Nakasero,Maize,12000
fd-5335,2021-02-09,Nakasero,Maize,12000
fd-5336,2021-12-24,,Beans,4700
fd-5337,2021-13-49,Nakasero,fish,13100
fd-5338,2022-07-03,Bwaise,banana leaves,12300
fd-5339,2021-05-31,Mukono,Beans,7000
fd-5340,2021-06-14,Bwaise,Beans,9600
fd-5341,2021-06-27,Nakasero,banana leaves,17200
fd-5342,2021-01-27,Nakasero,Cassava,6300
fd-5343,2020-05-25,Kansanga,Cassava,5000
fd-5344,2020-06-27,Kansanga,Beans,8800
fd-5345,2021-12-21,Nakasero,Beans,15900
fd-5346,2020-02-03,Bwaise,MAIZE,1000
fd-5347,2022-09-23,Mukono,Cassava,10200
fd-5348,2021-01-30,,beans,7800
fd-5349,2022-06-20,Nakasero,eggs,1500
fd-5350,2021-12-18,Mukono,fish,22200
fd-5351,2021-10-14,Mukono,Cassava,16400
fd-5352,2021-10-11,Bwaise,maize,3600
fd-5353,2021-07-18,Bwaise,fish,24800
fd-5354,2022-03-22,Mukono,fish,23800
fd-5355,2020-08-15,Bwaise,beans,11100
fd-5356,2020-05-17,Nakasero,MAIZE,16600
fd-5357,2020-09-15,Nakasero,CASSAVA,2000
fd-5358,2021-06-22,Nakasero,MAIZE,9700
fd-5359,2021-12-29,Kansanga,eggs,19500
fd-5360,2021-07-09,,beans,1000
fd-5361,2020-12-05,,fish,22200
fd-5362,2021-05-01,Mukono,Cassava,24100
fd-5363,2020-12-14,Bwaise,MAIZE,2200
fd-5364,2021-02-21,Mukono,Cassava,23500
fd-5365,2022-02-03,Kansanga,CASSAVA,2700
fd-5366,2021-03-20,Bwaise,Cassava,3000
fd-5367,2022-01-05,Nakasero,Beans,19600
fd-5368,2021-07-27,Nakasero,CASSAVA,21200
fd-5369,2020-10-14,Kansanga,eggs,19200
fd-5370,2022-07-26,,Cassava,12000
fd-5371,2022-06-17,Kansanga,CASSAVA,23600
fd-5372,2022-06-04,Bwaise,maize,-2100
fd-5373,2022-01-30,Nakasero,MAIZE,13800
fd-5374,2020-11-23,Mukono,Beans,19700
fd-5375,2022-02-11,Mukono,banana leaves,15000
fd-5376,2022-04-03,Mukono,fish,-2100
fd-5377,2021-05-10,Bwaise,beans,6200
fd-5378,2022-06-16,,Cassava,23500
fd-5379,2020-07-22,Mukono,Beans,4500
fd-5380,2020-07-03,Bwaise,beans,8200
fd-5381,2021-11-22,Kansanga,CASSAVA,7400
fd-5382,2021-02-01,Nakasero,fish,11000
fd-5382,2021-02-01,Nakasero,fish,11000
fd-5383,2025-18-37,,CASSAVA,8900
fd-5383,2025-18-37,,CASSAVA,8900
fd-5384,2022-07-05,Bwaise,fish,-1800
fd-5385,2021-09-02,Mukono,CASSAVA,13400
fd-5386,2022-02-20,Kansanga,beans,3400
fd-5387,2022-02-25,Bwaise,Beans,16800
fd-5388,2020-02-21,Bwaise,MAIZE,6900
fd-5389,2021-01-15,Bwaise,Beans,15000
fd-5390,2020-11-23,Mukono,CASSAVA,3500
fd-5391,2021-12-06,Bwaise,banana leaves,15600
fd-5392,2022-02-06,Mukono,MAIZE,3300
fd-5393,2020-07-28,Kansanga,eggs,19200
fd-5394,2020-12-07,Kansanga,beans,19500
fd-5395,2021-10-06,,Beans,13600
fd-5395,2020-07-24,Kansanga,MAIZE,4300
fd-5397,2021-02-02,Nakasero,maize,15600
fd-5398,2022-05-17,Mukono,beans,16900
fd-5399,2022-02-22,Bwaise,CASSAVA,22400
fd-5400,2020-06-12,Kansanga,MAIZE,20000
fd-5401,2021-04-16,Kansanga,maize,10200
fd-5402,2021-04-30,Mukono,MAIZE,20300
fd-5403,2020-11-29,Nakasero,fish,16100
fd-5403,2020-11-29,Nakasero,fish,16100
fd-5404,2020-08-10,Mukono,eggs,13300
fd-5405,2021-03-06,Mukono,MAIZE,14700
fd-5406,2021-01-03,Kansanga,CASSAVA,4900
fd-5407,2020-06-25,Nakasero,Maize,12000
fd-5408,2021-11-13,Nakasero,Beans,5600
fd-5409,2020-05-12,,Beans,22300
fd-5409,2020-05-12,,Beans,22300
fd-5410,2020-01-06,Bwaise,MAIZE,23800
fd-5411,2020-12-31,Bwaise,fish,17700
fd-5412,2020-07-17,Nakasero,banana leaves,10300
fd-5413,2020-11-13,Kansanga,beans,22600
fd-5414,2022-07-07,,eggs,800
fd-5415,2020-12-27,Mukono,fish,18100
fd-5416,2022-08-16,Nakasero,maize,11500
fd-5417,2020-01-11,Mukono,maize,21500
fd-5418,2021-08-31,Kansanga,beans,14700
fd-5419,2022-03-01,,Cassava,13000
fd-5420,2020-09-05,Bwaise,eggs,15000
fd-5421,2020-08-22,Bwaise,CASSAVA,5300
fd-5422,2022-07-30,Bwaise,fish,2900
fd-5423,2020-07-30,,CASSAVA,10700
fd-5423,2020-07-30,,CASSAVA,10700
fd-5424,2020-10-23,Mukono,Beans,600
fd-5425,2021-10-01,Kansanga,banana leaves,20000
fd-5426,2021-04-06,Bwaise,Cassava,19200
fd-5427,2020-04-27,,fish,10200
fd-5428,2021-01-08,Bwaise,banana leaves,17800
fd-5429,2021-06-02,,Beans,12300
fd-5430,2021-09-18,,beans,9100
fd-5431,2020-03-07,Kansanga,eggs,10900
fd-5432,2021-05-09,Nakasero,eggs,5600
fd-5433,2021-04-11,Kansanga,Beans,2800
fd-5434,2021-07-15,,fish,12700
fd-5435,2022-09-23,Bwaise,MAIZE,19900
fd-5435,2022-09-23,Bwaise,MAIZE,19900
fd-5436,2020-11-27,,maize,11900
fd-5437,2021-07-17,Nakasero,beans,-2100
fd-5438,2022-08-05,Bwaise,beans,22000
fd-5439,2020-07-11,,eggs,2300
fd-5440,2020-07-26,Nakasero,eggs,12500
fd-5441,2022-04-20,,fish,-3400
fd-5442,2021-12-21,Mukono,banana leaves,500
fd-5443,2020-11-29,Kansanga,fish,18500
fd-5444,2020-07-13,Kansanga,Cassava,19700
fd-5445,2022-04-12,,eggs,13100
fd-5446,2021-05-25,,Beans,800
fd-5447,2020-10-26,Nakasero,Beans,15000
fd-5448,2021-09-16,Mukono,Maize,-3200
fd-5449,2020-05-31,Kansanga,Beans,17400
fd-5450,2020-12-06,,beans,24600
fd-5451,2021-03-28,Nakasero,eggs,24200
fd-5452,2021-10-14,Nakasero,fish,19800
fd-5453,2020-02-05,,fish,16700
fd-5454,2021-07-17,Mukono,Beans,13300
fd-5455,2021-06-18,Bwaise,banana leaves,1500
fd-5456,2020-12-23,Mukono,eggs,13800
fd-5457,2020-05-11,,Maize,18400
fd-5458,2021-13-49,Kansanga,fish,7800
fd-5459,2020-06-08,Mukono,beans,24200
fd-5460,2020-04-15,Kansanga,eggs,-1400
fd-5461,2022-09-07,,Beans,1500
fd-5462,2020-07-28,Kansanga,fish,14300
fd-5463,2020-12-10,Kansanga,maize,16000
fd-5464,2020-12-30,Kansanga,eggs,11200
fd-5465,2022-02-01,Kansanga,CASSAVA,4700
fd-5465,2020-12-02,,banana leaves,18400
fd-5465,2020-12-02,,banana leaves,18400
fd-5467,2022-04-05,Nakasero,fish,7400
fd-5468,2022-03-14,Kansanga,MAIZE,-5000
fd-5469,2022-15-48,Mukono,Beans,15700
fd-5470,2020-09-07,Mukono,Cassava,17600
fd-5471,2020-04-27,Mukono,Beans,21100
fd-5472,2020-10-18,Mukono,beans,21900
fd-5473,2020-11-15,Nakasero,fish,21400
fd-5474,2020-01-24,Kansanga,banana leaves,1700
fd-5475,2020-11-11,,eggs,21700
fd-5476,2022-04-24,,maize,7800
fd-5477,2021-02-17,Nakasero,CASSAVA,5800
fd-5478,2022-01-31,Mukono,CASSAVA,-2100
fd-5479,2022-03-02,Nakasero,MAIZE,21600
fd-5480,2021-12-28,Kansanga,Cassava,22400
fd-5481,2020-09-23,Nakasero,eggs,23700
fd-5482,2022-07-12,,fish,14100
fd-5483,2020-11-04,Mukono,banana leaves,24700
fd-5484,2021-04-03,Bwaise,Maize,900
fd-5485,2021-02-11,Kansanga,fish,3800
fd-5485,2021-07-12,Nakasero,Cassava,22700
fd-5487,2021-01-25,Nakasero,Beans,13800
fd-5488,2020-04-24,Bwaise,Beans,4000
fd-5489,2021-02-08,Bwaise,MAIZE,19600
fd-5490,2021-08-21,Nakasero,CASSAVA,1700
fd-5491,2021-09-23,Kansanga,Maize,8000
fd-5492,2021-05-22,Mukono,Cassava,-3900
fd-5493,2020-09-28,Nakasero,CASSAVA,14100
fd-5494,2020-04-17,Nakasero,MAIZE,9800
fd-5495,2021-10-10,Bwaise,banana leaves,14000
fd-5496,2020-09-20,Mukono,banana leaves,4200
fd-5497,2021-07-25,Mukono,beans,16300
fd-5498,2022-04-10,,eggs,19900
fd-5499,2022-07-09,Bwaise,CASSAVA,500
fd-5500,2020-05-03,Nakasero,Cassava,9300
fd-5500,2020-05-03,Nakasero,Cassava,9300
fd-5501,2020-07-13,Nakasero,eggs,11100
fd-5502,2020-05-26,Kansanga,MAIZE,7300
fd-5503,2021-01-03,Nakasero,Maize,19300
fd-5504,2022-09-17,Nakasero,MAIZE,11600
fd-5504,2022-09-17,Nakasero,MAIZE,11600
fd-5505,2021-10-15,Mukono,fish,21700
fd-5506,2021-03-25,Bwaise,CASSAVA,13300
fd-5507,2020-07-07,,eggs,3900
fd-5508,2020-06-11,Kansanga,eggs,13900
fd-5509,2021-03-25,Nakasero,Cassava,11500
fd-5510,2021-08-17,Nakasero,Cassava,15100
fd-5511,2021-12-03,Bwaise,banana leaves,20300
fd-5512,2021-05-15,Nakasero,CASSAVA,24300
fd-5513,2021-12-27,,maize,11300
fd-5514,2021-10-23,,eggs,1500
fd-5515,2021-12-29,Bwaise,Maize,20000
fd-5515,2021-12-29,Bwaise,Maize,20000
fd-5516,2020-07-31,,fish,7000
fd-5517,2022-08-21,Mukono,fish,-3400
fd-5518,2021-13-49,Kansanga,MAIZE,4400
fd-5519,2021-12-10,,Beans,2800
fd-5520,2022-07-04,Bwaise,banana leaves,3500
fd-5521,2022-05-30,Nakasero,banana leaves,1200
fd-5522,2023-16-47,Bwaise,eggs,12000
fd-5522,2023-16-47,Bwaise,eggs,12000
fd-5523,2021-02-24,Bwaise,MAIZE,16700
fd-5524,2022-08-03,Nakasero,Maize,18500
fd-5525,2021-03-12,Mukono,eggs,14100
fd-5526,2020-03-20,Nakasero,CASSAVA,19500
fd-5527,2021-12-27,,fish,18900
fd-5528,2022-06-07,Kansanga,fish,12700
fd-5528,2022-06-07,Kansanga,fish,12700
fd-5529,2020-04-05,Kansanga,fish,22500
fd-5530,2022-09-03,Bwaise,CASSAVA,2200
fd-5531,2020-10-14,Bwaise,banana leaves,-2500
fd-5531,2020-10-14,Bwaise,banana leaves,-2500
fd-5532,2022-07-24,Mukono,Beans,24700
fd-5533,2021-05-08,Mukono,MAIZE,9800
fd-5534,2021-10-30,Kansanga,banana leaves,18000
fd-5535,2020-06-21,Kansanga,eggs,11300
fd-5536,2020-07-31,Bwaise,MAIZE,22400
fd-5537,2020-02-08,Mukono,beans,22600
fd-5538,2020-10-29,Kansanga,Beans,21500
fd-5539,2021-01-04,,beans,2200
fd-5539,2021-01-04,,beans,2200
fd-5540,2021-08-10,Bwaise,beans,7600
fd-5541,2020-09-04,Kansanga,Beans,21400
fd-5542,2022-07-29,Nakasero,fish,16600
fd-5542,2022-02-04,Kansanga,maize,2200
fd-5544,2020-04-07,Mukono,eggs,19700
fd-5544,2020-08-30,Mukono,Beans,19500
fd-5545,2020-11-15,Kansanga,maize,20700
fd-5547,2020-11-30,Bwaise,maize,14700
fd-5548,2020-02-25,,eggs,13200
fd-5549,2022-05-07,Bwaise,eggs,3500
fd-5550,2020-07-13,Mukono,maize,3300
fd-5551,2020-10-29,Nakasero,CASSAVA,8600
fd-5551,2020-10-29,Nakasero,CASSAVA,8600
fd-5552,2021-10-14,,Beans,-4700
fd-5553,2026-19-40,Nakasero,Cassava,8100
fd-5554,2020-08-19,Nakasero,banana leaves,15900
fd-5555,2020-04-22,Bwaise,maize,6500
fd-5556,2021-01-20,Kansanga,Maize,14000
fd-5557,2021-08-18,Bwaise,eggs,15100
fd-5558,2021-08-16,Mukono,Beans,16800
fd-5559,2022-06-03,,banana leaves,16600
fd-5560,2021-02-07,Mukono,Beans,17600
fd-5561,2021-09-01,Mukono,Cassava,18600
fd-5562,2020-11-20,Mukono,Maize,5800
fd-5563,2022-04-05,,beans,10500
fd-5564,2021-11-19,Bwaise,CASSAVA,24700
fd-5565,2020-04-04,,maize,13600
fd-5566,2021-11-01,Mukono,fish,24700
fd-5567,2020-14-50,Mukono,CASSAVA,3400
fd-5568,2022-06-16,Mukono,Maize,4600
fd-5569,2021-11-11,,Maize,1400
fd-5570,2021-01-24,Nakasero,Cassava,1500
fd-5570,2021-01-24,Nakasero,Cassava,1500
fd-5571,2021-10-27,Nakasero,beans,13500
fd-5572,2021-07-20,Bwaise,beans,14300
fd-5573,2020-06-25,Nakasero,Maize,8800
fd-5574,2021-11-05,Kansanga,Cassava,17800
fd-5575,2021-10-21,Kansanga,beans,2900
fd-5576,2021-02-13,Mukono,eggs,20000
fd-5577,2021-09-20,Bwaise,eggs,23000
fd-5578,2022-02-10,Kansanga,beans,11100
fd-5579,2021-03-19,Nakasero,banana leaves,800
fd-5580,2020-10-21,Mukono,Maize,7400
fd-5581,2022-08-11,Bwaise,beans,24800
fd-5582,2021-12-01,Mukono,CASSAVA,22900
fd-5582,2021-12-01,Mukono,CASSAVA,22900
fd-5583,2022-05-05,Nakasero,CASSAVA,2200
fd-5584,2020-01-15,Nakasero,Maize,11000
fd-5585,2021-05-15,Nakasero,CASSAVA,9200
fd-5586,2021-10-30,,CASSAVA,20200
fd-5587,2022-03-01,Nakasero,MAIZE,12300
fd-5588,2021-12-20,Kansanga,Beans,-5000
fd-5589,2025-18-37,Mukono,fish,13500
fd-5590,2020-01-19,,Beans,1100
fd-5591,2020-02-03,,Beans,19100
fd-5592,2022-01-17,Bwaise,Cassava,2100
fd-5593,2021-09-12,Bwaise,beans,21300
fd-5594,2020-02-06,Kansanga,MAIZE,17300
fd-5595,2024-17-45,Mukono,Cassava,7000
fd-5596,2022-04-21,Mukono,CASSAVA,11300
fd-5597,2022-04-25,Bwaise,eggs,3100
fd-5598,2020-12-20,Mukono,eggs,11700
fd-5599,2020-06-28,Kansanga,Maize,9000
fd-5600,2021-10-30,Kansanga,eggs,10800
fd-5601,2020-09-17,Bwaise,Maize,10600
fd-5601,2020-02-05,Kansanga,banana leaves,16200
fd-5603,2020-03-08,,banana leaves,11700
fd-5603,2020-03-08,,banana leaves,11700
fd-5604,2021-08-03,Bwaise,Beans,21500
fd-5604,2021-01-07,Nakasero,fish,20400
fd-5606,2020-10-29,Bwaise,CASSAVA,19600
fd-5607,2021-10-03,Mukono,Cassava,2800
fd-5608,2020-04-16,Mukono,Maize,7200
fd-5608,2020-04-16,Mukono,Maize,7200
fd-5609,2021-01-16,Mukono,MAIZE,13700
fd-5610,2022-03-05,Nakasero,Maize,5000
fd-5611,2020-06-23,Mukono,fish,8600
fd-5612,2022-04-04,Kansanga,maize,24000
fd-5613,2020-04-17,Bwaise,CASSAVA,-2900
fd-5614,2021-06-15,Bwaise,CASSAVA,4500
fd-5615,2022-08-27,,MAIZE,21700
fd-5615,2022-08-27,,MAIZE,21700
fd-5615,2021-09-02,Bwaise,CASSAVA,3900
fd-5617,2021-07-10,Nakasero,beans,18300
fd-5618,2020-01-04,Bwaise,CASSAVA,21700
fd-5619,2020-05-06,Mukono,eggs,15000
fd-5619,2020-05-06,Mukono,eggs,15000
fd-5620,2020-06-22,Nakasero,Beans,1500
fd-5621,2020-01-16,Nakasero,eggs,11000
fd-5622,2020-07-28,Nakasero,fish,22300
fd-5623,2022-04-10,Bwaise,banana leaves,8100
fd-5624,2020-05-19,,beans,19800
fd-5625,2021-06-11,Kansanga,Beans,2700
fd-5626,2020-11-24,Bwaise,eggs,15100
fd-5627,2022-07-02,Kansanga,maize,22200
fd-5628,2020-04-02,Mukono,banana leaves,2700
fd-5629,2022-09-13,,Beans,7700
fd-5629,2022-09-13,,Beans,7700
fd-5630,2020-04-26,Bwaise,beans,8000
fd-5631,2020-01-09,Bwaise,CASSAVA,21800
fd-5632,2021-08-17,Bwaise,maize,9800
fd-5633,2021-05-03,Bwaise,Maize,9300
fd-5634,2021-03-17,,beans,8400
fd-5635,2020-03-03,Kansanga,Beans,19300
fd-5636,2020-08-12,Kansanga,CASSAVA,4400
fd-5637,2022-07-17,Mukono,banana leaves,18400
fd-5638,2021-13-49,Nakasero,Beans,-2800
fd-5639,2022-09-17,Kansanga,fish,24900
fd-5640,2021-12-21,Kansanga,fish,24300
fd-5641,2022-09-20,Nakasero,beans,21300
fd-5642,2021-01-13,Nakasero,Cassava,9600
fd-5642,2021-01-13,Nakasero,Cassava,9600
fd-5643,2022-01-16,Kansanga,CASSAVA,20200
fd-5644,2020-01-25,Mukono,eggs,21000
fd-5645,2021-10-06,,maize,16100
fd-5645,2021-10-06,,maize,16100
fd-5646,2022-03-15,Nakasero,Cassava,17500
fd-5647,2022-15-48,Mukono,maize,14000
fd-5648,2021-01-29,,eggs,18000
fd-5649,2020-01-20,Nakasero,fish,5100
fd-5650,2021-03-30,Kansanga,maize,6800
fd-5651,2022-01-26,Mukono,Maize,4100
fd-5652,2021-01-28,Nakasero,MAIZE,12700
fd-5652,2021-01-28,Nakasero,MAIZE,12700
fd-5653,2020-12-03,,maize,4000
